"CityName","TownName","VilCode","VilName","NesatAndHaitang","Megi"
"台北市","松山區","6300100-002","莊敬里",0,0
"台北市","松山區","6300100-003","東榮里",0,0
"台北市","松山區","6300100-004","三民里",0,0
"台北市","松山區","6300100-005","新益里",0,0
"台北市","松山區","6300100-006","富錦里",0,0
"台北市","松山區","6300100-007","新東里",0,0
"台北市","松山區","6300100-008","富泰里",0,0
"台北市","松山區","6300100-009","介壽里",21.7295598266882,81.2279766098404
"台北市","松山區","6300100-010","精忠里",26.1128028370286,157.820977240591
"台北市","松山區","6300100-011","東光里",0,0
"台北市","松山區","6300100-012","龍田里",0,0
"台北市","松山區","6300100-013","東昌里",0,0
"台北市","松山區","6300100-014","東勢里",0,0
"台北市","松山區","6300100-015","中華里",0,0
"台北市","松山區","6300100-016","民有里",0,0
"台北市","松山區","6300100-017","民福里",149.290618685146,203
"台北市","松山區","6300100-018","慈祐里",0,0
"台北市","松山區","6300100-019","安平里",0,0
"台北市","松山區","6300100-020","鵬程里",0,0
"台北市","松山區","6300100-021","自強里",0,0
"台北市","松山區","6300100-022","吉祥里",0,0
"台北市","松山區","6300100-024","新聚里",0,0
"台北市","松山區","6300100-025","復盛里",0,0
"台北市","松山區","6300100-026","中正里",0,0
"台北市","松山區","6300100-027","中崙里",0,0
"台北市","松山區","6300100-028","美仁里",8.38999726580407,68.4726705943218
"台北市","松山區","6300100-029","吉仁里",0,0
"台北市","松山區","6300100-030","敦化里",0,0
"台北市","松山區","6300100-031","復源里",0,0
"台北市","松山區","6300100-032","復建里",0,0
"台北市","松山區","6300100-033","復勢里",0,0
"台北市","松山區","6300100-034","福成里",0,0
"台北市","松山區","6300100-035","松基里",0,0
"台北市","信義區","6300200-001","西村里",1,1
"台北市","信義區","6300200-002","正和里",14.3648496613039,76.5203402457851
"台北市","信義區","6300200-003","興隆里",0,0
"台北市","信義區","6300200-004","中興里",0,0
"台北市","信義區","6300200-005","新仁里",0,0
"台北市","信義區","6300200-006","興雅里",2,2
"台北市","信義區","6300200-007","敦厚里",0,0
"台北市","信義區","6300200-008","廣居里",49,49
"台北市","信義區","6300200-009","安康里",391,248.079653227911
"台北市","信義區","6300200-010","六藝里",0,0
"台北市","信義區","6300200-011","雅祥里",0,0
"台北市","信義區","6300200-012","五常里",0,0
"台北市","信義區","6300200-013","五全里",0,0
"台北市","信義區","6300200-014","永吉里",18.1840230404285,73.5171687590353
"台北市","信義區","6300200-015","長春里",0,0
"台北市","信義區","6300200-016","四育里",27.4855862164015,72.5226243279627
"台北市","信義區","6300200-017","四維里",0,0
"台北市","信義區","6300200-018","永春里",13.9268371503999,68.6246729805844
"台北市","信義區","6300200-019","富臺里",14.3561332976675,66.2324893626991
"台北市","信義區","6300200-020","國業里",0,0
"台北市","信義區","6300200-021","松隆里",203.143632007029,275
"台北市","信義區","6300200-022","松友里",147.36673318857,173
"台北市","信義區","6300200-023","松光里",0,0
"台北市","信義區","6300200-024","中坡里",14,14
"台北市","信義區","6300200-025","中行里",84,84
"台北市","信義區","6300200-026","大道里",0,0
"台北市","信義區","6300200-027","大仁里",13.5525971893256,90.7743374356845
"台北市","信義區","6300200-028","景新里",0,0
"台北市","信義區","6300200-029","惠安里",58,58
"台北市","信義區","6300200-030","三張里",189,189
"台北市","信義區","6300200-031","三犁里",158.001252665059,250
"台北市","信義區","6300200-032","六合里",189,189
"台北市","信義區","6300200-033","泰和里",0,0
"台北市","信義區","6300200-034","景聯里",0,0
"台北市","信義區","6300200-035","景勤里",0,0
"台北市","信義區","6300200-036","雙和里",50,50
"台北市","信義區","6300200-037","嘉興里",0,0
"台北市","信義區","6300200-038","黎順里",7,7
"台北市","信義區","6300200-039","黎平里",192.404430423992,498.103593844489
"台北市","信義區","6300200-040","黎忠里",132.059796937171,248.154403357389
"台北市","信義區","6300200-041","黎安里",0,0
"台北市","大安區","6300300-001","德安里",0,0
"台北市","大安區","6300300-002","仁慈里",0,0
"台北市","大安區","6300300-003","和安里",0,0
"台北市","大安區","6300300-004","民炤里",0,0
"台北市","大安區","6300300-005","仁愛里",0,0
"台北市","大安區","6300300-006","義村里",0,0
"台北市","大安區","6300300-007","民輝里",0,0
"台北市","大安區","6300300-008","昌隆里",0,0
"台北市","大安區","6300300-009","誠安里",0,0
"台北市","大安區","6300300-010","光武里",95,95
"台北市","大安區","6300300-011","龍坡里",0,0
"台北市","大安區","6300300-012","龍泉里",15.6161616961265,61.6398293647383
"台北市","大安區","6300300-013","古風里",57.319442225645,87.450099987534
"台北市","大安區","6300300-014","古莊里",190,190
"台北市","大安區","6300300-015","龍安里",0,0
"台北市","大安區","6300300-016","錦安里",0,0
"台北市","大安區","6300300-017","福住里",0,0
"台北市","大安區","6300300-018","永康里",0,0
"台北市","大安區","6300300-019","光明里",0,0
"台北市","大安區","6300300-020","錦泰里",0,0
"台北市","大安區","6300300-021","錦華里",0,0
"台北市","大安區","6300300-022","龍圖里",0,0
"台北市","大安區","6300300-023","新龍里",0,0
"台北市","大安區","6300300-026","龍陣里",0,0
"台北市","大安區","6300300-027","龍雲里",0,0
"台北市","大安區","6300300-028","龍生里",0,0
"台北市","大安區","6300300-029","住安里",0,0
"台北市","大安區","6300300-030","義安里",83.4667173406379,117.421523054512
"台北市","大安區","6300300-031","通化里",0,0
"台北市","大安區","6300300-032","通安里",0,0
"台北市","大安區","6300300-033","臨江里",0,0
"台北市","大安區","6300300-034","法治里",0,0
"台北市","大安區","6300300-035","全安里",0,0
"台北市","大安區","6300300-036","群賢里",24.47925278783,70.0045303754901
"台北市","大安區","6300300-037","群英里",0,0
"台北市","大安區","6300300-038","虎嘯里",0,0
"台北市","大安區","6300300-039","臥龍里",0,0
"台北市","大安區","6300300-040","龍淵里",0,0
"台北市","大安區","6300300-041","龍門里",0,0
"台北市","大安區","6300300-043","大學里",416.837184637255,250.212154326462
"台北市","大安區","6300300-044","芳和里",0,0
"台北市","大安區","6300300-046","黎元里",53,53
"台北市","大安區","6300300-047","黎孝里",0,0
"台北市","大安區","6300300-048","黎和里",103,103
"台北市","大安區","6300300-049","建安里",0,0
"台北市","大安區","6300300-050","建倫里",0,0
"台北市","大安區","6300300-051","敦安里",24.3112804113121,126
"台北市","大安區","6300300-052","正聲里",0,0
"台北市","大安區","6300300-053","敦煌里",0,0
"台北市","大安區","6300300-054","華聲里",21.7295598266882,81.2279766098404
"台北市","大安區","6300300-055","車層里",24.0930589350977,59.9515195069863
"台北市","大安區","6300300-056","光信里",0,0
"台北市","大安區","6300300-057","學府里",6,6
"台北市","中山區","6300400-001","正守里",20.6909280404285,66
"台北市","中山區","6300400-002","正義里",53.9215394669345,75
"台北市","中山區","6300400-003","正得里",14.2103971503999,85.8185082850856
"台北市","中山區","6300400-004","民安里",98.3747565847513,59.3658952871359
"台北市","中山區","6300400-005","康樂里",22.0432938071856,95
"台北市","中山區","6300400-006","中山里",152,152
"台北市","中山區","6300400-007","聚盛里",25.2654750629746,97.9336299900779
"台北市","中山區","6300400-008","集英里",10,10
"台北市","中山區","6300400-009","聚葉里",74.8995846133652,70.6303448690094
"台北市","中山區","6300400-010","恆安里",0,0
"台北市","中山區","6300400-011","晴光里",0,0
"台北市","中山區","6300400-012","圓山里",0,0
"台北市","中山區","6300400-013","劍潭里",87.4985171365014,80.0537991481535
"台北市","中山區","6300400-014","大直里",14,14
"台北市","中山區","6300400-015","成功里",97,97
"台北市","中山區","6300400-016","永安里",110,110
"台北市","中山區","6300400-017","大佳里",0,0
"台北市","中山區","6300400-018","新喜里",0,0
"台北市","中山區","6300400-019","新庄里",0,0
"台北市","中山區","6300400-020","新福里",31.9610120155517,56.791163312696
"台北市","中山區","6300400-021","松江里",0,0
"台北市","中山區","6300400-022","新生里",28.6653839232255,49.6700101334057
"台北市","中山區","6300400-023","中庄里",20.6143489350977,53
"台北市","中山區","6300400-024","行政里",0,0
"台北市","中山區","6300400-025","行仁里",0,0
"台北市","中山區","6300400-026","行孝里",3,3
"台北市","中山區","6300400-027","下埤里",182.288079651039,372.03924033556
"台北市","中山區","6300400-028","江寧里",0,0
"台北市","中山區","6300400-029","江山里",0,0
"台北市","中山區","6300400-030","中吉里",1,1
"台北市","中山區","6300400-031","中原里",0,0
"台北市","中山區","6300400-032","興亞里",78.1750739120665,70.3609285741377
"台北市","中山區","6300400-033","中央里",0,0
"台北市","中山區","6300400-034","朱馥里",45.2110552100537,107
"台北市","中山區","6300400-035","龍洲里",0,0
"台北市","中山區","6300400-036","朱園里",27.7543562164015,71.1414040427689
"台北市","中山區","6300400-037","埤頭里",0,0
"台北市","中山區","6300400-038","朱崙里",8.2968619930768,63
"台北市","中山區","6300400-039","力行里",1,1
"台北市","中山區","6300400-040","復華里",0,0
"台北市","中山區","6300400-041","金泰里",0,0
"台北市","中山區","6300400-042","北安里",10.9324921499492,58.7420384336058
"台北市","中正區","6300500-001","水源里",0,0
"台北市","中正區","6300500-002","富水里",0,0
"台北市","中正區","6300500-003","文盛里",0,0
"台北市","中正區","6300500-004","林興里",0,0
"台北市","中正區","6300500-005","河堤里",0,0
"台北市","中正區","6300500-006","頂東里",0,0
"台北市","中正區","6300500-007","網溪里",0,0
"台北市","中正區","6300500-008","板溪里",0,0
"台北市","中正區","6300500-009","螢圃里",0,0
"台北市","中正區","6300500-010","螢雪里",0,0
"台北市","中正區","6300500-011","永功里",0,0
"台北市","中正區","6300500-012","永昌里",0,0
"台北市","中正區","6300500-013","龍興里",0,0
"台北市","中正區","6300500-014","忠勤里",256.004129645111,392.777814476412
"台北市","中正區","6300500-015","廈安里",0,0
"台北市","中正區","6300500-016","愛國里",0,0
"台北市","中正區","6300500-017","南門里",0,0
"台北市","中正區","6300500-018","龍光里",0,0
"台北市","中正區","6300500-019","南福里",43,43
"台北市","中正區","6300500-020","龍福里",0,0
"台北市","中正區","6300500-021","新營里",0,0
"台北市","中正區","6300500-022","建國里",16.8264105834078,46
"台北市","中正區","6300500-023","光復里",41.5686996638358,69.748723130749
"台北市","中正區","6300500-024","黎明里",13.2162511783491,83.0413584638129
"台北市","中正區","6300500-025","梅花里",1,1
"台北市","中正區","6300500-026","幸福里",4,4
"台北市","中正區","6300500-027","幸市里",14.3561332976675,75.8355317666094
