"CityName","TownName","VilCode","VilName","NesatAndHaitang","Megi"
"台北市","松山區","6300100-002","莊敬里",11,335
"台北市","松山區","6300100-003","東榮里",5,164
"台北市","松山區","6300100-004","三民里",7,185
"台北市","松山區","6300100-005","新益里",6,107
"台北市","松山區","6300100-006","富錦里",5,125
"台北市","松山區","6300100-007","新東里",5,133
"台北市","松山區","6300100-008","富泰里",5,150
"台北市","松山區","6300100-009","介壽里",23,147
"台北市","松山區","6300100-010","精忠里",33,222
"台北市","松山區","6300100-011","東光里",5,161
"台北市","松山區","6300100-012","龍田里",6,83
"台北市","松山區","6300100-013","東昌里",10,70
"台北市","松山區","6300100-014","東勢里",6,119
"台北市","松山區","6300100-015","中華里",5,86
"台北市","松山區","6300100-016","民有里",7,82
"台北市","松山區","6300100-017","民福里",97,228
"台北市","松山區","6300100-018","慈祐里",6,114
"台北市","松山區","6300100-019","安平里",7,86
"台北市","松山區","6300100-020","鵬程里",9,132
"台北市","松山區","6300100-021","自強里",6,200
"台北市","松山區","6300100-022","吉祥里",14,119
"台北市","松山區","6300100-024","新聚里",8,185
"台北市","松山區","6300100-025","復盛里",5,86
"台北市","松山區","6300100-026","中正里",5,150
"台北市","松山區","6300100-027","中崙里",18,131
"台北市","松山區","6300100-028","美仁里",18,97
"台北市","松山區","6300100-029","吉仁里",13,83
"台北市","松山區","6300100-030","敦化里",7,131
"台北市","松山區","6300100-031","復源里",11,72
"台北市","松山區","6300100-032","復建里",6,147
"台北市","松山區","6300100-033","復勢里",6,114
"台北市","松山區","6300100-034","福成里",12,74
"台北市","松山區","6300100-035","松基里",11,87
"台北市","信義區","6300200-001","西村里",34,32
"台北市","信義區","6300200-002","正和里",53,58
"台北市","信義區","6300200-003","興隆里",35,33
"台北市","信義區","6300200-004","中興里",26,18
"台北市","信義區","6300200-005","新仁里",35,37
"台北市","信義區","6300200-006","興雅里",25,21
"台北市","信義區","6300200-007","敦厚里",35,34
"台北市","信義區","6300200-008","廣居里",81,135
"台北市","信義區","6300200-009","安康里",400,208
"台北市","信義區","6300200-010","六藝里",33,36
"台北市","信義區","6300200-011","雅祥里",52,47
"台北市","信義區","6300200-012","五常里",30,33
"台北市","信義區","6300200-013","五全里",39,35
"台北市","信義區","6300200-014","永吉里",48,57
"台北市","信義區","6300200-015","長春里",34,33
"台北市","信義區","6300200-016","四育里",38,37
"台北市","信義區","6300200-017","四維里",32,23
"台北市","信義區","6300200-018","永春里",51,68
"台北市","信義區","6300200-019","富臺里",55,62
"台北市","信義區","6300200-020","國業里",35,35
"台北市","信義區","6300200-021","松隆里",297,281
"台北市","信義區","6300200-022","松友里",155,215
"台北市","信義區","6300200-023","松光里",27,18
"台北市","信義區","6300200-024","中坡里",155,172
"台北市","信義區","6300200-025","中行里",141,181
"台北市","信義區","6300200-026","大道里",30,22
"台北市","信義區","6300200-027","大仁里",34,33
"台北市","信義區","6300200-028","景新里",56,64
"台北市","信義區","6300200-029","惠安里",212,222
"台北市","信義區","6300200-030","三張里",201,198
"台北市","信義區","6300200-031","三犁里",189,204
