"CityName","TownName","VilCode","VilName","NesatAndHaitang","Megi"
"台北市","松山區","6300100-002","莊敬里",0,0
"台北市","松山區","6300100-003","東榮里",0,0
"台北市","松山區","6300100-004","三民里",0,0
"台北市","松山區","6300100-005","新益里",0,0
"台北市","松山區","6300100-006","富錦里",0,0
"台北市","松山區","6300100-007","新東里",0,0
"台北市","松山區","6300100-008","富泰里",0,0
"台北市","松山區","6300100-009","介壽里",25,103
"台北市","松山區","6300100-010","精忠里",31,185
"台北市","松山區","6300100-011","東光里",0,0
"台北市","松山區","6300100-012","龍田里",0,0
"台北市","松山區","6300100-013","東昌里",0,0
"台北市","松山區","6300100-014","東勢里",0,0
"台北市","松山區","6300100-015","中華里",0,0
"台北市","松山區","6300100-016","民有里",0,0
"台北市","松山區","6300100-017","民福里",111,203
"台北市","松山區","6300100-018","慈祐里",0,0
"台北市","松山區","6300100-019","安平里",0,0
"台北市","松山區","6300100-020","鵬程里",0,0
"台北市","松山區","6300100-021","自強里",0,0
"台北市","松山區","6300100-022","吉祥里",0,0
"台北市","松山區","6300100-024","新聚里",0,0
"台北市","松山區","6300100-025","復盛里",0,0
"台北市","松山區","6300100-026","中正里",0,0
"台北市","松山區","6300100-027","中崙里",0,0
"台北市","松山區","6300100-028","美仁里",11,76
"台北市","松山區","6300100-029","吉仁里",0,0
"台北市","松山區","6300100-030","敦化里",0,0
"台北市","松山區","6300100-031","復源里",0,0
"台北市","松山區","6300100-032","復建里",0,0
"台北市","松山區","6300100-033","復勢里",0,0
"台北市","松山區","6300100-034","福成里",0,0
"台北市","松山區","6300100-035","松基里",0,0
"台北市","信義區","6300200-001","西村里",1,1
"台北市","信義區","6300200-002","正和里",18,97
"台北市","信義區","6300200-003","興隆里",0,0
"台北市","信義區","6300200-004","中興里",0,0
"台北市","信義區","6300200-005","新仁里",0,0
"台北市","信義區","6300200-006","興雅里",2,2
"台北市","信義區","6300200-007","敦厚里",0,0
"台北市","信義區","6300200-008","廣居里",49,49
"台北市","信義區","6300200-009","安康里",391,254
"台北市","信義區","6300200-010","六藝里",0,0
"台北市","信義區","6300200-011","雅祥里",0,0
"台北市","信義區","6300200-012","五常里",0,0
"台北市","信義區","6300200-013","五全里",0,0
"台北市","信義區","6300200-014","永吉里",12,82
"台北市","信義區","6300200-015","長春里",0,0
"台北市","信義區","6300200-016","四育里",20,76
"台北市","信義區","6300200-017","四維里",0,0
"台北市","信義區","6300200-018","永春里",18,78
"台北市","信義區","6300200-019","富臺里",19,83
"台北市","信義區","6300200-020","國業里",0,0
"台北市","信義區","6300200-021","松隆里",158,275
"台北市","信義區","6300200-022","松友里",89,173
"台北市","信義區","6300200-023","松光里",0,0
"台北市","信義區","6300200-024","中坡里",14,14
"台北市","信義區","6300200-025","中行里",84,84
"台北市","信義區","6300200-026","大道里",0,0
"台北市","信義區","6300200-027","大仁里",12,109
"台北市","信義區","6300200-028","景新里",0,0
"台北市","信義區","6300200-029","惠安里",58,58
"台北市","信義區","6300200-030","三張里",189,189
"台北市","信義區","6300200-031","三犁里",111,250
"台北市","信義區","6300200-032","六合里",170,189
"台北市","信義區","6300200-033","泰和里",0,0
"台北市","信義區","6300200-034","景聯里",0,0
"台北市","信義區","6300200-035","景勤里",0,0
"台北市","信義區","6300200-036","雙和里",50,50
"台北市","信義區","6300200-037","嘉興里",0,0
"台北市","信義區","6300200-038","黎順里",7,7
"台北市","信義區","6300200-039","黎平里",165,569
"台北市","信義區","6300200-040","黎忠里",89,287
"台北市","信義區","6300200-041","黎安里",0,0
"台北市","大安區","6300300-001","德安里",0,0
"台北市","大安區","6300300-002","仁慈里",0,0
"台北市","大安區","6300300-003","和安里",0,0
"台北市","大安區","6300300-004","民炤里",0,0
"台北市","大安區","6300300-005","仁愛里",0,0
"台北市","大安區","6300300-006","義村里",0,0
"台北市","大安區","6300300-007","民輝里",0,0
"台北市","大安區","6300300-008","昌隆里",0,0
"台北市","大安區","6300300-009","誠安里",0,0
"台北市","大安區","6300300-010","光武里",95,95
"台北市","大安區","6300300-011","龍坡里",0,0
"台北市","大安區","6300300-012","龍泉里",19,78
"台北市","大安區","6300300-013","古風里",58,93
"台北市","大安區","6300300-014","古莊里",190,190
"台北市","大安區","6300300-015","龍安里",0,0
"台北市","大安區","6300300-016","錦安里",0,0
"台北市","大安區","6300300-017","福住里",0,0
"台北市","大安區","6300300-018","永康里",0,0
"台北市","大安區","6300300-019","光明里",0,0
"台北市","大安區","6300300-020","錦泰里",0,0
"台北市","大安區","6300300-021","錦華里",0,0
"台北市","大安區","6300300-022","龍圖里",0,0
"台北市","大安區","6300300-023","新龍里",0,0
"台北市","大安區","6300300-026","龍陣里",0,0
"台北市","大安區","6300300-027","龍雲里",0,0
"台北市","大安區","6300300-028","龍生里",0,0
"台北市","大安區","6300300-029","住安里",0,0
"台北市","大安區","6300300-030","義安里",58,126
"台北市","大安區","6300300-031","通化里",0,0
"台北市","大安區","6300300-032","通安里",0,0
"台北市","大安區","6300300-033","臨江里",0,0
"台北市","大安區","6300300-034","法治里",0,0
"台北市","大安區","6300300-035","全安里",0,0
"台北市","大安區","6300300-036","群賢里",20,98
"台北市","大安區","6300300-037","群英里",0,0
"台北市","大安區","6300300-038","虎嘯里",0,0
"台北市","大安區","6300300-039","臥龍里",0,0
"台北市","大安區","6300300-040","龍淵里",0,0
"台北市","大安區","6300300-041","龍門里",0,0
"台北市","大安區","6300300-043","大學里",389,235
"台北市","大安區","6300300-044","芳和里",0,0
"台北市","大安區","6300300-046","黎元里",53,53
"台北市","大安區","6300300-047","黎孝里",0,0
"台北市","大安區","6300300-048","黎和里",103,103
"台北市","大安區","6300300-049","建安里",0,0
"台北市","大安區","6300300-050","建倫里",0,0
"台北市","大安區","6300300-051","敦安里",18,126
"台北市","大安區","6300300-052","正聲里",0,0
"台北市","大安區","6300300-053","敦煌里",0,0
"台北市","大安區","6300300-054","華聲里",19,103
"台北市","大安區","6300300-055","車層里",20,78
"台北市","大安區","6300300-056","光信里",0,0
"台北市","大安區","6300300-057","學府里",6,6
"台北市","中山區","6300400-001","正守里",24,66
"台北市","中山區","6300400-002","正義里",50,75
"台北市","中山區","6300400-003","正得里",18,99
"台北市","中山區","6300400-004","民安里",84,68
"台北市","中山區","6300400-005","康樂里",23,95
"台北市","中山區","6300400-006","中山里",152,152
"台北市","中山區","6300400-007","聚盛里",18,124
"台北市","中山區","6300400-008","集英里",10,10
"台北市","中山區","6300400-009","聚葉里",55,79
"台北市","中山區","6300400-010","恆安里",0,0
"台北市","中山區","6300400-011","晴光里",0,0
"台北市","中山區","6300400-012","圓山里",0,0
"台北市","中山區","6300400-013","劍潭里",69,105
"台北市","中山區","6300400-014","大直里",14,14
"台北市","中山區","6300400-015","成功里",97,97
"台北市","中山區","6300400-016","永安里",110,110
"台北市","中山區","6300400-017","大佳里",0,0
"台北市","中山區","6300400-018","新喜里",0,0
"台北市","中山區","6300400-019","新庄里",0,0
"台北市","中山區","6300400-020","新福里",30,59
"台北市","中山區","6300400-021","松江里",0,0
"台北市","中山區","6300400-022","新生里",19,57
"台北市","中山區","6300400-023","中庄里",22,53
"台北市","中山區","6300400-024","行政里",0,0
"台北市","中山區","6300400-025","行仁里",0,0
"台北市","中山區","6300400-026","行孝里",3,3
"台北市","中山區","6300400-027","下埤里",157,358
"台北市","中山區","6300400-028","江寧里",0,0
"台北市","中山區","6300400-029","江山里",0,0
"台北市","中山區","6300400-030","中吉里",1,1
"台北市","中山區","6300400-031","中原里",0,0
"台北市","中山區","6300400-032","興亞里",56,76
"台北市","中山區","6300400-033","中央里",0,0
"台北市","中山區","6300400-034","朱馥里",32,107
"台北市","中山區","6300400-035","龍洲里",0,0
"台北市","中山區","6300400-036","朱園里",23,87
"台北市","中山區","6300400-037","埤頭里",0,0
"台北市","中山區","6300400-038","朱崙里",10,63
"台北市","中山區","6300400-039","力行里",1,1
"台北市","中山區","6300400-040","復華里",0,0
"台北市","中山區","6300400-041","金泰里",0,0
"台北市","中山區","6300400-042","北安里",10,70
"台北市","中正區","6300500-001","水源里",0,0
"台北市","中正區","6300500-002","富水里",0,0
"台北市","中正區","6300500-003","文盛里",0,0
"台北市","中正區","6300500-004","林興里",0,0
"台北市","中正區","6300500-005","河堤里",0,0
"台北市","中正區","6300500-006","頂東里",0,0
"台北市","中正區","6300500-007","網溪里",0,0
"台北市","中正區","6300500-008","板溪里",0,0
"台北市","中正區","6300500-009","螢圃里",0,0
"台北市","中正區","6300500-010","螢雪里",0,0
"台北市","中正區","6300500-011","永功里",0,0
"台北市","中正區","6300500-012","永昌里",0,0
"台北市","中正區","6300500-013","龍興里",0,0
"台北市","中正區","6300500-014","忠勤里",275,349
"台北市","中正區","6300500-015","廈安里",0,0
"台北市","中正區","6300500-016","愛國里",0,0
"台北市","中正區","6300500-017","南門里",0,0
"台北市","中正區","6300500-018","龍光里",0,0
"台北市","中正區","6300500-019","南福里",43,43
"台北市","中正區","6300500-020","龍福里",0,0
"台北市","中正區","6300500-021","新營里",0,0
"台北市","中正區","6300500-022","建國里",19,46
"台北市","中正區","6300500-023","光復里",32,74
"台北市","中正區","6300500-024","黎明里",12,95
"台北市","中正區","6300500-025","梅花里",1,1
"台北市","中正區","6300500-026","幸福里",4,4
"台北市","中正區","6300500-027","幸市里",19,97
"台北市","中正區","6300500-028","東門里",0,0
"台北市","中正區","6300500-029","文北里",0,0
"台北市","中正區","6300500-030","文祥里",0,0
"台北市","中正區","6300500-031","三愛里",0,0
"台北市","大同區","6300600-001","玉泉里",66,127
"台北市","大同區","6300600-002","建明里",37,109
"台北市","大同區","6300600-003","建功里",100,92
"台北市","大同區","6300600-004","建泰里",12,105
"台北市","大同區","6300600-005","永樂里",25,113
"台北市","大同區","6300600-006","朝陽里",75,81
"台北市","大同區","6300600-007","星明里",32,32
"台北市","大同區","6300600-008","光能里",64,48
"台北市","大同區","6300600-009","大有里",96,128
"台北市","大同區","6300600-010","延平里",24,79
"台北市","大同區","6300600-011","雙連里",0,0
"台北市","大同區","6300600-012","南芳里",39,174
"台北市","大同區","6300600-013","民權里",1,1
"台北市","大同區","6300600-014","景星里",0,0
"台北市","大同區","6300600-015","隆和里",0,0
